gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
UCP2,2,HEART,KIDNEY,"","","","",Orphanet_71529,0.214356315717127,"Obesity due to melanocortin 4 receptor deficiency: Melanocortin 4 receptor (MC4R) deficiency is the commonest form of monogenic obesity identified so far. MC4R deficiency is characterised by severe obesity, an increase in lean body mass and bone mineral density, increased linear growth in early childhood, hyperphagia beginning in the first year of life and severe hyperinsulinaemia, in the presence of preserved reproductive function.",ENSG00000175567
RSRP1,2,LUNG,SPLEEN,"","","","",EFO_0004304,0.205233665991625,blood sedimentation: Measurement of rate of settling of erythrocytes in anticoagulated blood.,ENSG00000117616
CYP27A1,1,LIVER,"","","","","",Orphanet_909,0.865931318388678,"Cerebrotendinous xanthomatosis: Cerebrotendinous xanthomatosis (CTX) is an anomaly of bile acid synthesis characterized by neonatal cholestasis, childhood-onset cataract, adolescent to young adult-onset tendon xanthomata, and brain xanthomata with adult-onset neurologic dysfunction.",ENSG00000135929
MTHFR,1,HEART,"","","","","",Orphanet_395,0.861245452123953,Homocystinuria due to methylene tetrahydrofolate reductase deficiency: Homocystinuria due to methylene tetrahydrofolate reductase (MTHFR) deficiency is a metabolic disorder characterised by neurological manifestations.,ENSG00000177000
SCN1A,1,HEART,"","","","","",Orphanet_36387,0.858580722587109,Generalized epilepsy with febrile seizures-plus: Generalized epilepsy with febrile seizures plus (GEFS+) is a familial epilepsy syndrome in which family members display a seizure disorder from the GEFS+ spectrum which ranges from simple febrile seizures (FS) to the more severe phenotype of myoclonic-astatic epilepsy (MAE) or Dravet syndrome (DS) (see these terms).,ENSG00000144285
VWF,1,LUNG,"","","","","",Orphanet_903,0.856236473188234,"Von Willebrand disease: von Willebrand disease (VWD) is a hereditary bleeding disorder caused by a genetic anomaly leading to quantitative, structural or functional abnormalities of the Willebrand factor (von Willebrand factor; VWF). Two major groups of VWF deficiency have been defined: quantitative and partial (type 1) or total (type 3), and qualitative (type 2) with several subtypes (2A, 2B, 2M, 2N; see these terms).",ENSG00000110799
MAN2B1,1,ADRNL,"","","","","",Orphanet_61,0.848645300378988,"Alpha-mannosidosis: Alpha-mannosidosis is an inherited lysosomal storage disorder characterized by immune deficiency, facial and skeletal abnormalities, hearing impairment, and intellectual deficit.",ENSG00000104774
COL4A1,1,HEART,"","","","","",MONDO_0008289,0.84724868218727,brain small vessel disease 1 with or without ocular anomalies: Any porencephaly in which the cause of the disease is a mutation in the COL4A1 gene.,ENSG00000187498
ASS1,1,LUNG,"","","","","",Orphanet_247525,0.843974507874372,"Citrullinemia type I: Citrullinemia type 1 is a rare autosomal recessive urea cycle defect characterized clinically by hyperammonemia, progressive lethargy, poor feeding and vomiting in the neonatal form (Acute neonatal citrullinemia type 1, see this term) and by variable hyperammonemia in the later-onset form (Adult-onset citrullinemia type 1, see this term).",ENSG00000130707
BTD,1,LIVER,"","","","","",Orphanet_79241,0.842127893412686,"Biotinidase deficiency: Biotinidase deficiency is a late-onset form of multiple carboxylase deficiency, an inborn error of biotin metabolism that, if untreated, is characterized by seizures, breathing difficulties, hypotonia, skin rash, alopecia, hearing loss and delayed development.",ENSG00000169814
OAT,1,LIVER,"","","","","",Orphanet_414,0.83875939949261,"Gyrate atrophy of choroid and retina: Hyperornithinemia is an inborn disorder of ornithine metabolism due to mitochondrial ornithine aminotransferase deficiency.The main clinical manifestation of the disease is gyrate atrophy of the choroid and retina that begins during childhood with myopia and night blindness, followed by concentric shrinking of the visual field (tunnel vision) and a peculiar aspect of retinopathy on the funduscopy. The electroretinogram soon goes flat. Patients often develop subcapsular posterior cataract between the ages of 10 and 20 and become virtually blind between the ages of 40 and 50. Most patients have normal intelligence.",ENSG00000065154
NOTCH3,1,LUNG,"","","","","",Orphanet_136,0.837374530382013,CADASIL: CADASIL (Cerebral Autosomal Dominant Arteriopathy with Subcortical Infarcts and Leukoencephalopathy) is a hereditary cerebrovascular disorder characterized by mid-adult onset of recurrent subcortical ischemic stroke and cognitive impairment progressing to dementia in addition to migraines with aura and mood disturbances seen in about a third of patients.,ENSG00000074181
G6PC3,1,COLON,"","","","","",Orphanet_331176,0.836802115869847,Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency: NA,ENSG00000141349
COL4A3,1,HEART,"","","","","",Orphanet_88919,0.835950973126044,"Autosomal recessive Alport syndrome: Autosomal recessive Alport syndrome isa genetic condition characterized by kidney disease, hearing loss, and eye abnormalities. Most affected individuals experience progressive loss of kidney function, usually resulting in end-stage kidney disease. People with Alport syndrome frequently develop sensorineural hearing loss in late childhood or early adolescence. The eye abnormalities seen in this condition seldom lead to vision loss. Alport syndrome can have different patterns of inheritance. About15 percentof Alport syndrome cases are inherited in an autosomal recessive pattern and are caused bymutations in both copies of the COL4A3 or COL4A4 genes. Treatment is based on the symptoms present and may include medications to delay the progression of kidney disease. In most cases, a kidney transplant is eventually needed.",ENSG00000169031
ETHE1,1,ADRNL,"","","","","",Orphanet_51188,0.833691664604783,"Ethylmalonic encephalopathy: Ethylmalonic acid encephalopathy (EE) is defined by elevated excretion of ethylmalonic acid (EMA) with recurrent petechiae, orthostatic acrocyanosis and chronic diarrhoea associated with neurodevelopmental delay, psychomotor regression and hypotonia with brain magnetic resonance imaging (MRI) abnormalities.",ENSG00000105755
ATP1A3,1,HEART,"","","","","",Orphanet_71517,0.83367165985113,"Rapid-onset dystonia-parkinsonism: Rapid-onset dystonia-parkinsonism (RDP) is a very rare movement disorder, characterized by the abrupt onset of parkinsonism and dystonia, often triggered by physical or psychological stress.",ENSG00000105409
DYSF,1,HEART,"","","","","",Orphanet_45448,0.833578826531022,"Miyoshi myopathy: A distal myopathy, characterized by weakness in the distal lower extremity posterior compartment (gastrocnemius and soleus muscles) and associated with difficulties in standing on tip toes.",ENSG00000135636
CBL,1,COLON,"","","","","",Orphanet_363972,0.831820916252468,"Noonan syndrome-like disorder with juvenile myelomonocytic leukemia: CBL-related disorder is a genetic condition caused by pathogenic variants in the Cbl ubiquitin ligase gene, (CBL; HGNC:1541). Due to the proposed mechanism indicating the CBL gene's relationship to the RAS-MAPK pathway and the phenotypic presentation similar to that of the RASopathies, CBL-related disorder should be considered a RASopathy disorder. Though there is a wide spectrum of phenotypic variability, broadly, patients with CBL-related disorder have presented with developmental delay, intellectual disability, neurodevelopmental alterations, prenatal lymphatic anomalies, cardiac malformations as well as vascular anomalies particularly affecting the brain (e.g. Moya-moya arteriopathies), craniofacial features indicative of a RASopathy, hypotonia, feeding difficulties, edema of the legs, musculoskeletal and respiratory thorax abnormalities, ectodermal features including cafe-au-lait spots, immunological and hematological disorders and susceptibility to tumors diagnosed as juvenile myelomonocytic leukemia (JMML) that is usually self-remitting. Note tumor risk beyond JMML has not yet been thoroughly assessed. Due to the clinical presentation of a broad spectrum of these and other phenotypes in patients with variants in CBL, these conditions are currently defined by experts in reference to the causal gene, CBL.",ENSG00000110395
MLC1,1,HIPPOC,"","","","","",Orphanet_2478,0.829273544277939,"Megalencephalic leukoencephalopathy with subcortical cysts: Megalencephalic leukoencephalopathy with subcortical cysts (MLC) is a form of leukodystrophy that is characterized by infantile-onset macrocephaly, often with mild neurologic signs at presentation (such as mild motor delay), which worsen with time, leading to poor ambulation, falls, ataxia, spasticity, increasing seizures and cognitive decline. Brain magnetic resonance imaging reveals diffusely abnormal and mildly swollen white matter as well as subcortical cysts in the anterior temporal and frontoparietal regions.",ENSG00000100427
AGA,1,ADRNL,"","","","","",Orphanet_93,0.828739618123267,Aspartylglucosaminuria: Aspartylglycosaminuria (AGU) is an autosomal recessive lysosomal storage disease belonging to the oligosaccharidosis group (also called glycoproteinosis).,ENSG00000038002
PYGM,1,HEART,"","","","","",Orphanet_368,0.827422528432021,Glycogen storage disease due to muscle glycogen phosphorylase deficiency: NA,ENSG00000068976
VWF,1,LUNG,"","","","","",Orphanet_166087,0.826116078407651,Von Willebrand disease type 2B: A subtype of type 2 VWD characterized by a bleeding disorder associated with an increase in the affinity of the Willebrand factor (von Willebrand factor; VWF) for platelets. This anomaly results in spontaneous binding of high molecular weight VWF multimers to platelets leading to rapid clearance of both the platelets (increasing the risk of thrombocytopenia) and the high molecular weight VWF multimers from the plasma.,ENSG00000110799
EBP,1,ADRNL,"","","","","",Orphanet_35173,0.825648518731992,X-linked dominant chondrodysplasia punctata: X-linked form of chondrodysplasia punctata.,ENSG00000147155
COL4A4,1,LUNG,"","","","","",Orphanet_88919,0.823222233767765,"Autosomal recessive Alport syndrome: Autosomal recessive Alport syndrome isa genetic condition characterized by kidney disease, hearing loss, and eye abnormalities. Most affected individuals experience progressive loss of kidney function, usually resulting in end-stage kidney disease. People with Alport syndrome frequently develop sensorineural hearing loss in late childhood or early adolescence. The eye abnormalities seen in this condition seldom lead to vision loss. Alport syndrome can have different patterns of inheritance. About15 percentof Alport syndrome cases are inherited in an autosomal recessive pattern and are caused bymutations in both copies of the COL4A3 or COL4A4 genes. Treatment is based on the symptoms present and may include medications to delay the progression of kidney disease. In most cases, a kidney transplant is eventually needed.",ENSG00000081052
FLT4,1,LUNG,"","","","","",Orphanet_79452,0.82139411969941,"Milroy disease: Milroy disease is a frequent form of primary lymphedema (see this term) characterized generally by painless, chronic lower-limb lymphedema found at birth or developing in the early neonatal period.",ENSG00000037280
GFM1,1,KIDNEY,"","","","","",Orphanet_137681,0.82108572671304,"Hepatoencephalopathy due to combined oxidative phosphorylation deficiency type 1: Hepatoencephalopathy due to combined oxidative phosphorylation deficiency type 1 is a rare, inherited mitochondrial disorder due to a defect in mitochondrial protein synthesis characterized by intrauterine growth retardation, metabolic decompensation with recurrent vomiting, persistent severe lactic acidosis, encephalopathy, seizures, failure to thrive, severe global developmental delay, poor eye contact, severe muscular hypotonia or axial hypotonia with limb hypertonia, hepatomegaly and/or liver dysfunction and/or liver failure, leading to fatal outcome in severe cases. Neuroimaging abnormalities may include corpus callosum thinning, leukodystrophy, delayed myelination and basal ganglia involvement.",ENSG00000168827
SLC4A11,1,SPLEEN,"","","","","",Orphanet_293603,0.821005139842368,"Congenital hereditary endothelial dystrophy type II: Congenital hereditary endothelial dystrophy II (CHED II) is a rare subtype of posterior corneal dystrophy (see this term) characterized by a diffuse ground-glass appearance of the corneas and marked corneal thickening from birth with nystagmus, and blurred vision.",ENSG00000088836
INF2,1,LIVER,"","","","","",Orphanet_93114,0.820853289618254,"Autosomal dominant intermediate Charcot-Marie-Tooth disease type E: Autosomal dominant intermediate Charcot-Marie-Tooth disease type E is characterised by the association of Charcot-Marie-Tooth disease (hereditary peripheral neuropathy) with nephropathy. So far, around 15 cases have been described. All patients had proteinuria (with or without microhematuria) at onset and some patients presented with nephrotic syndrome. In the majority of cases, pathological studies revealed glomerulosclerosis. The mode of transmission is unknown.",ENSG00000203485
FUCA1,1,ADRNL,"","","","","",Orphanet_349,0.820598077015865,"Fucosidosis: Fucosidosis is an extremely rare lysosomal storage disorder characterized by a highly variable phenotype with common manifestations including neurologic deterioration, coarse facial features, growth retardation, and recurrent sinopulmonary infections, as well as seizures, visceromegaly, angiokeratoma and dysostosis.",ENSG00000179163
PIK3R1,1,COLON,"","","","","",Orphanet_3163,0.82042702361327,"SHORT syndrome: SHORT syndrome is a rare inherited condition of multiple anomalies whose name stands for short stature, hyperextensibility of joints, ocular depression, Rieger anomaly and teething delay which, along with mild intrauterine growth restriction, partial lipodystrophy, delayed bone age, hernias and progeroid appearance, are manifestations of the disease.",ENSG00000145675
VWF,1,LUNG,"","","","","",Orphanet_166084,0.820031639888441,Von Willebrand disease type 2A: Type 2A von Willebrand disease (type 2A VWD) is a subtype of type 2 VWD characterized by a bleeding disorder associated with a decrease in the affinity of the Willebrand factor (von Willebrand factor; VWF) for platelets and the subendothelium caused by a deficiency of high molecular weight VWF multimers.,ENSG00000110799
KLHL3,1,SPLEEN,"","","","","",Orphanet_300525,0.819024471406376,Pseudohypoaldosteronism type 2D: Any pseudohypoaldosteronism type 2 in which the cause of the disease is a mutation in the KLHL3 gene.,ENSG00000146021
GMPPB,1,COLON,"","","","","",Orphanet_363623,0.818302688569637,"Autosomal recessive limb-girdle muscular dystrophy type 2T: Autosomal recessive limb-girdle muscular dystrophy type 2T (LGMD2T) is a form of limb-girdle muscular dystrophy, that can present from birth to early childhood, characterized by hypotonia, microcephaly, mild proximal muscle weakness (leading to delayed walking and difficulty climbing stairs), mild intellectual disability and epilepsy. Additional manifestations reported in some patients include cataracts, nystagmus, cardiomyopathy, and respiratory insufficiency.",ENSG00000173540
ATP13A2,1,LUNG,"","","","","",Orphanet_306674,0.818192203473331,"Kufor-Rakeb syndrome: Kufor-Rakeb syndrome (KRS) is a rare genetic neurodegenerative disorder characterized by juvenile Parkinsonism, pyramidal degeneration (dystonia), supranuclear palsy, and cognitive impairment.",ENSG00000159363
ABCG8,1,LIVER,"","","","","",Orphanet_2882,0.817999262166344,"Sitosterolemia: A rare autosomal recessive sterol storage disease characterized by the accumulation of phytosterols in the blood and tissues. Clinical manifestations include xanthomas, arthralgia and premature atherosclerosis. Hematological manifestations include hemolytic anemia with stomatocytosis and macrothrombocytopenia. The disease is caused by homozygous or compound heterozygous mutations in ABCG5 (2p21) and ABCG8 (2p21) genes.",ENSG00000143921
NCF2,1,SMLINT,"","","","","",Orphanet_379,0.815584544282253,"Chronic granulomatous disease: Chronic granulomatous disease (CGD) is a rare primary immunodeficiency, mainly affecting phagocytes, which is characterized by an increased susceptibility to severe and recurrent bacterial and fungal infections, along with the development of granulomas.",ENSG00000116701
VWF,1,LUNG,"","","","","",Orphanet_166093,0.815529940793437,Von Willebrand disease type 2N: Type 2N von Willebrand disease (type 2N VWD) is a subtype of type 2 VWD characterized by a bleeding disorder associated with a marked decrease in the affinity of the Willebrand factor (von Willebrand factor; VWF) for factor VIII (FVIII).,ENSG00000110799
KCNT1,1,ADRNL,"","","","","",Orphanet_293181,0.814355167555282,Malignant migrating partial seizures of infancy: A very rare severe form of epilepsy with poor prognosis that usually begins within a few weeks of birth. The seizure activity can appear in multiple locations in the brain or migrate from one region to another during an episode. It results in severe developmental delay.,ENSG00000107147
GALE,1,COLON,"","","","","",Orphanet_79238,0.814085391543852,"Galactose epimerase deficiency: Galactose epimerase deficiency is a very rare, moderate to severe form of galactosemia characterized by moderate to severe signs of impaired galactose metabolism.",ENSG00000117308
CYBA,1,SPLEEN,"","","","","",Orphanet_379,0.813864390799954,"Chronic granulomatous disease: Chronic granulomatous disease (CGD) is a rare primary immunodeficiency, mainly affecting phagocytes, which is characterized by an increased susceptibility to severe and recurrent bacterial and fungal infections, along with the development of granulomas.",ENSG00000051523
ABCC9,1,HEART,"","","","","",Orphanet_1517,0.813527477079074,"Hypertrichotic osteochondrodysplasia, Cantu type: Cantu syndrome is a rare disorder characterized by congenital hypertrichosis, osteochondrodysplasia, cardiomegaly, and dysmorphism.",ENSG00000069431
MTTP,1,COLON,"","","","","",Orphanet_14,0.812962450826747,"Abetalipoproteinemia: Abetalipoproteinemia/ homozygous familial hypobetalipoproteinemia (ABL/HoFHBL) is a severe form of familial hypobetalipoproteinemia characterized by permanently low levels (below the 5th percentile) of apolipoprotein B and LDL cholesterol, and by growth delay, malabsorption, hepatomegaly, and neurological and neuromuscular manifestations.",ENSG00000138823
IFT140,1,ADRNL,"","","","","",Orphanet_140969,0.812498922802121,Saldino-Mainzer syndrome: NA,ENSG00000187535
SLC19A2,1,ADRNL,"","","","","",Orphanet_49827,0.812160581834809,"Thiamine-responsive megaloblastic anemia syndrome: Thiamine-responsive megaloblastic anemia (TRMA) is characterized by a triad of megaloblastic anemia, non-type I diabetes mellitus, and sensorineural deafness.",ENSG00000117479
EVC,1,ADRNL,"","","","","",Orphanet_289,0.811123789854771,"Ellis Van Creveld syndrome: Ellis-van Creveld syndrome (EVC) is a skeletal and ectoderlam dysplasia characterized by a tetrad of short stature, postaxial polydactyly, ectodermal dysplasia, and congenital heart defects.",ENSG00000072840
VWF,1,LUNG,"","","","","",Orphanet_166081,0.811086536807376,Von Willebrand disease type 2: Type 2 von Willebrand disease (type 2 VWD) is a form of VWD characterized by a bleeding disorder associated with a qualitative deficiency and functional anomalies of the Willebrand factor (von Willebrand factor; VWF).,ENSG00000110799
DSP,1,HEART,"","","","","",Orphanet_65282,0.809422552040368,Woolly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome: NA,ENSG00000096696
VCP,1,COLON,"","","","","",Orphanet_52430,0.809284056992654,"Inclusion body myopathy with Paget disease of bone and frontotemporal dementia: Inclusion body myopathy with Paget disease of bone and frontotemporal dementia (IBMPFD) is a multisystem degenerative genetic disorder characterized by adult-onset proximal and distal muscle weakness (clinically resembling limb-girdle muscular dystrophy); early-onset Paget disease of bone, manifesting with bone pain, deformity and enlargement of the long-bones; and premature frontotemporal dementia, manifesting first with dysnomia, dyscalculia and comprehension deficits followed by progressive aphasia, alexia, and agraphia. As the disease progresses, muscle weakness begins to affect the other limbs and respiratory muscles, ultimately resulting in respiratory or cardiac failure.",ENSG00000165280
ITPR1,1,KIDNEY,"","","","","",Orphanet_1065,0.809146617419587,"Aniridia - cerebellar ataxia - intellectual disability: Aniridia-cerebellar ataxia-intellectual disability syndrome, also known as Gillespie syndrome, is a rare, congenital, neurological disorder characterized by the association of partial bilateral aniridia with non-progressive cerebellar ataxia, and intellectual disability.",ENSG00000150995
CFH,1,COLON,"","","","","",Orphanet_93579,0.809075133340866,Atypical hemolytic-uremic syndrome with H factor anomaly: NA,ENSG00000000971
NBN,1,SPLEEN,"","","","","",Orphanet_647,0.80880656697364,"Nijmegen breakage syndrome: Nijmegen breakage syndrome is a rare genetic disease presenting at birth with microcephaly, dysmorphic facial features, becoming more noticeable with age, growth delay, and later-onset complications such as malignancies and infections.",ENSG00000104320
VWF,1,LUNG,"","","","","",Orphanet_166090,0.808688963466547,Von Willebrand disease type 2M: A subtype of type 2 VWD characterized by a bleeding disorder associated with a decrease in the affinity of the Willebrand factor (von Willebrand factor; VWF) for platelets and the subendothelium in the absence of any deficiency of high molecular weight VWF multimers.,ENSG00000110799
DNM1L,1,ADRNL,"","","","","",Orphanet_330050,0.808656060589526,Lethal encephalopathy due to mitochondrial and peroxisomal fission defect: NA,ENSG00000087470
ASAH1,1,ADRNL,"","","","","",Orphanet_333,0.808650029863909,"Farber lipogranulomatosis: A rare sphingolipid disorder characterized by a spectrum of clinical signs ranging from the classical triad of painful and progressively deformed joints, subcutaneous nodules, and progressive hoarseness (due to laryngeal involvement) that presents in infancy, to varying phenotypes with respiratory and neurologic involvement.",ENSG00000104763
KRT14,1,COLON,"","","","","",Orphanet_79396,0.808430301461197,"Epidermolysis bullosa simplex, Dowling-Meara type: A basal subtype of epidermolysis bullosa simplex (EBS) characterized by the presence of generalized vesicles and small blisters in grouped or arcuate configuration.",ENSG00000186847
LONP1,1,COLON,"","","","","",Orphanet_1458,0.808398853754386,"CODAS syndrome: Codas syndrome is a multiple congenital anomalies syndrome characterized by Cerebral, Ocular, Dental, Auricular and Skeletal anomalies.",ENSG00000196365
CTC1,1,ADRNL,"","","","","",Orphanet_313838,0.807608058425346,"Coats plus syndrome: Coats plus syndrome is a pleiotropic multisystem disorder characterized by retinal telangiectasia and exudates, intracranial calcification with leukoencephalopathy and brain cysts, osteopenia with predisposition to fractures, bone marrow suppression, gastrointestinal bleeding and portal hypertension. It is transmitted as an autosomal recessive disease.",ENSG00000178971
ASS1,1,LUNG,"","","","","",Orphanet_187,0.805716324283616,"Citrullinemia: Citrullinemia is an autosomal recessively inherited disorder of urea cycle metabolism and ammonia detoxification characterized by elevated concentrations of serum citrulline and ammonia. The disease presents with a large range of manifestations including neonatal hyperammonemic encephalopathy with lethargy, seizures and coma; hepatic dysfunction in all age groups; episodes of hyperammonemia and neuropsychiatric symptoms in children or adults, or, can be asymptomatic in some cases (detected in newborn screening programs). Citrullinemia is divided into two main groups that are encoded by different genes: citrullinemia type I (comprised of acute neonatal citrullinemia type I and adult-onset citrullinemia type I) and citrin deficiency (comprised of adult-onset citrullinemia type II and neonatal intrahepatic cholestasis due to citrin deficiency).",ENSG00000130707
SGCB,1,LUNG,"","","","","",Orphanet_119,0.803714502409722,"Autosomal recessive limb-girdle muscular dystrophy type 2E: Autosomal recessive limb girdle muscular dystrophy type 2E (LGMD2E) is a subtype of autosomal recessive limb girdle muscular dystrophy characterized by a childhood to adolescent onset of progressive pelvic- and shoulder-girdle muscle weakness, particularly affecting the pelvic girdle (adductors and flexors of hip). Usually the knees are the earliest and most affected muscles. In advanced stages, involvement of the shoulder girdle (resulting in scapular winging) and the distal muscle groups are observed. Calf hypertrophy, cardiomyopathy, respiratory impairment, tendon contractures, scoliosis, and exercise-induced myoglobinuria may be observed.",ENSG00000163069
ABCA3,1,ADRNL,"","","","","",Orphanet_217563,0.801996221775787,Neonatal acute respiratory distress with surfactant metabolism deficiency: NA,ENSG00000167972
PCYT1A,1,HEART,"","","","","",Orphanet_85167,0.801647579797493,"Spondylometaphyseal dysplasia - cone-rod dystrophy: Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome is characterised by the association of spondylometaphyseal dysplasia (marked by platyspondyly, shortening of the tubular bones and progressive metaphyseal irregularity and cupping), with postnatal growth retardation and progressive visual impairment due to cone-rod dystrophy. So far, it has been described in eight individuals. Transmission appears to be autosomal recessive.",ENSG00000161217
KIF21A,1,LIVER,"","","","","",Orphanet_45358,0.801537680538929,Congenital fibrosis of extraocular muscles: NA,ENSG00000139116
AGL,1,HEART,"","","","","",Orphanet_366,0.800517211840972,"Glycogen storage disease due to glycogen debranching enzyme deficiency: An autosomal recessive metabolic disorder due to deficient expression of amylo-1,6-glucosidase (one part of the glycogen debranching enzyme system). The clinical course of the disease is similar to that of glycogen storage disease type I, but milder. Massive hepatomegaly, which is present in young children, diminishes and occasionally disappears with age. Levels of glycogen with short outer branches are elevated in muscle, liver, and erythrocytes. Six subgroups have been identified, with subgroups Type IIIa and Type IIIb being the most prevalent.",ENSG00000162688
SMOC1,1,ADRNL,"","","","","",Orphanet_1106,0.80014211565312,"Microphthalmia with limb anomalies: Microphthalmia with limb anomalies, also known as ophthalmo-acromelic syndrome (OAS), is a rare developmental disorder characterized by bilateral microphthalmia or anophthalmia, synostosis, syndactyly, oligodactyly and/or polydactyly.",ENSG00000198732
ANKRD11,1,SPLEEN,"","","","","",Orphanet_2332,0.799917517908548,"KBG syndrome: KBG syndrome is a rare condition characterised by a typical facial dysmorphism, macrodontia of the upper central incisors, skeletal (mainly costovertebral) anomalies and developmental delay.",ENSG00000167522
COL4A3,1,HEART,"","","","","",Orphanet_63,0.799692679798762,"Alport syndrome: A genetic syndrome usually inherited as an X-link trait. It is caused by abnormalities in the COL4A5 gene. It affects males more often than females and is characterized by hematuria, progressive renal insufficiency, hearing loss, and ocular abnormalities.",ENSG00000169031
CREBBP,1,SPLEEN,"","","","","",Orphanet_783,0.798548469180183,"Rubinstein-Taybi syndrome: Rubinstein-Taybi syndrome is a rare malformation syndrome characterized by congenital anomalies (microcephaly, specific facial characteristics, broad thumbs and halluces and postnatal growth retardation), short stature, intellectual disability and behavioural characteristics.",ENSG00000005339
KMT2B,1,SPLEEN,"","","","","",EFO_0009301,0.798401473784375,"dystonia 28, childhood-onset: Any dystonic disorder in which the cause of the disease is a mutation in the KMT2B gene.",ENSG00000272333
C12orf57,1,ADRNL,"","","","","",Orphanet_1777,0.796167909319666,"Temtamy syndrome: Temtamy syndrome is a very rare congenital genetic neurological disorder characterized by agenesis/hypoplasia of corpus callosum with developmental abnormalities, ocular disorders, and variable craniofacial and skeletal abnormalities.",ENSG00000111678
COL4A3,1,HEART,"","","","","",Orphanet_88918,0.796163970741442,"Autosomal dominant Alport syndrome: Autosomal dominant Alport syndrome isa genetic condition characterized by kidney disease, hearing loss, and eye abnormalities. Most affected individuals experience progressive loss of kidney function, usually resulting in end-stage kidney disease. People with Alport syndrome frequently develop sensorineural hearing loss in late childhood or early adolescence. The eye abnormalities seen in this condition seldom lead to vision loss. Alport syndrome can have different patterns of inheritance.Alport syndrome has autosomal dominant inheritance in about 5 percent of cases. People with this form of Alport syndrome have one mutation in either the COL4A3 or COL4A4 gene in each cell.",ENSG00000169031
FOXP1,1,SPLEEN,"","","","","",EFO_1001500,0.794607102906062,"mental retardation with language impairment: Mental retardation with language impairment and with or without autistic features is a neurodevelopmental disorder characterized by global developmental delay with moderate to severe speech delay that particularly affects expressive speech. Most patients have articulation defects, but frank verbal dyspraxia is not observed. Common dysmorphic features include broad forehead, downslanting palpebral fissures, short nose with broad tip, relative macrocephaly, frontal hair upsweep, and prominent digit pads. Gross motor skills are also delayed. Some patients have autistic features and/or behavioral problems. All reported cases have occurred de novo (review by Le Fevre et al., 2013).",ENSG00000114861
GATA2,1,LUNG,"","","","","",Orphanet_228423,0.794401732027678,Monocytopenia with susceptibility to infections: NA,ENSG00000179348
KIF5A,1,HEART,"","","","","",Orphanet_100991,0.793978240438397,"Autosomal dominant spastic paraplegia type 10: Autosomal dominant spastic paraplegia type 10 (SPG10) is a rare type of hereditary spastic paraplegia that can present as either a pure form of spastic paraplegia with lower limb spasticity, hyperreflexia and extensor plantar responses, presenting in childhood or adolescence, or as a complex phenotype associated with additional manifestations including peripheral neuropathy with upper limb amyotrophy, moderate intellectual disability and parkinsonism. Deafness and retinitis pigmentosa were reported in one case.",ENSG00000155980
EFTUD2,1,COLON,"","","","","",Orphanet_79113,0.79377428360686,"Mandibulofacial dysostosis-microcephaly syndrome: Mandibulofacial dysostosis-microcephaly syndrome is a rare genetic multiple malformation disorder characterized by malar and mandibular hypoplasia, microcephaly, ear malformations with associated conductive hearing loss, distinctive facial dysmorphism, developmental delay, and intellectual disability.",ENSG00000108883
JAK3,1,SPLEEN,"","","","","",Orphanet_35078,0.793054226231099,"T-B+ severe combined immunodeficiency due to JAK3 deficiency: Severe combined immunodeficiency (SCID) T-B+ due to JAK3 deficiency is a form of SCID (see this term) characterized by severe and recurrent infections, associated with diarrhea and failure to thrive.",ENSG00000105639
FGG,1,LUNG,"","","","","",Orphanet_335,0.792841309012866,Congenital fibrinogen deficiency: Congenital deficiencies of fibrinogen are coagulation disorders characterized by bleeding symptoms ranging from mild to severe resulting from reduced quantity and/or quality of circulating fibrinogen. Afibrinogenemia (complete absence of fibrinogen) and hypofibrinogenemia (reduced plasma fibrinogen concentration) correspond to quantitative anomalies of fibrinogen while dysfibrinogenemia corresponds to a functional anomaly of fibrinogen. Hypo- and dysfibrinogenemia may be frequently combined (hypodysfibrinogenemia).,ENSG00000171557
MAT1A,1,LUNG,"","","","","",Orphanet_168598,0.792796832108451,Brain demyelination due to methionine adenosyltransferase deficiency: Hypermethioninemia due to methionine adenosyltransferase deficiency is a very rare metabolic disorder resulting in isolated hepatic hypermethioninemia that is usually benign due to partial inactivation of enzyme activity. Rarely patients have been found to have an odd odor or neurological disorders such as brain demyelination.,ENSG00000151224
KRT14,1,COLON,"","","","","",Orphanet_79399,0.792501774355686,"Generalized epidermolysis bullosa simplex, non-Dowling-Meara type: Non-Dowling-Meara generalized epidermolysis bullosa simplex, formerly known as epidermolysis bullosa simplex, Kobner type (EBS-K) is a generalized basal subtype of epidermolysis bullosa simplex (EBS) characterized by non-herpetiform blisters and erosions arising in particular at sites of friction.",ENSG00000186847
PNPO,1,ADRNL,"","","","","",Orphanet_79096,0.792421719480801,"Pyridoxal phosphate-responsive seizures: Pyridoxal phosphate-responsive seizures is a very rare neonatal epileptic encephalopathy disorder characterized clinically by onset of severe seizures within hours of birth that are not responsive to anticonvulsants, but are responsive to treatment with pyridoxal phosphate.",ENSG00000108439
